,date,index
610,2020-02-21,"[0.43, Timestamp('2017-10-04 00:00:00'), 486729499175.0957]"
611,2020-02-24,1607776580915927.0
612,2020-02-25,"[6.75, Timestamp('2017-10-05 00:00:00'), 9833083283689.533]"
613,2020-02-26,"[6.23, Timestamp('2017-10-05 00:00:00'), 5883863378311.737]"
614,2020-02-27,"[5.92, Timestamp('2017-10-05 00:00:00'), 12561613075798.387]"
615,2020-02-28,"[5.02, Timestamp('2017-10-05 00:00:00'), 5272236210578.949]"
616,2020-03-02,"[4.4, Timestamp('2017-10-05 00:00:00'), 6066376509608.013]"
617,2020-03-03,"[4.34, Timestamp('2017-10-05 00:00:00'), 3215649449752.441]"
618,2020-03-04,"[3.8, Timestamp('2017-10-05 00:00:00'), 8363509899094.775]"
619,2020-03-05,"[3.68, Timestamp('2017-10-05 00:00:00'), 7593409477225.098]"
620,2020-03-06,"[3.75, Timestamp('2017-10-05 00:00:00'), 7662579736456.092]"
621,2020-03-09,"[3.25, Timestamp('2017-10-05 00:00:00'), 7030090853727.361]"
622,2020-03-10,"[2.97, Timestamp('2017-10-05 00:00:00'), 2119983774253.4006]"
623,2020-03-11,"[2.71, Timestamp('2017-10-05 00:00:00'), 3842863108862.159]"
624,2020-03-12,"[2.57, Timestamp('2017-10-05 00:00:00'), 1531021395297.2861]"
625,2020-03-13,"[2.32, Timestamp('2017-10-05 00:00:00'), 3606537538946.0205]"
626,2020-03-16,"[2.24, Timestamp('2017-10-05 00:00:00'), 3048123038312.7505]"
627,2020-03-17,"[2.23, Timestamp('2017-10-05 00:00:00'), 3830980899891.0776]"
628,2020-03-18,"[2.23, Timestamp('2017-10-05 00:00:00'), 4370368201193.3525]"
629,2020-03-19,"[2.21, Timestamp('2017-10-05 00:00:00'), 2823265742257.7446]"
630,2020-03-23,"[2.14, Timestamp('2017-10-05 00:00:00'), 2677135382209.5444]"
631,2020-03-24,"[2.04, Timestamp('2017-10-05 00:00:00'), 2909704195211.453]"
632,2020-03-25,"[1.84, Timestamp('2017-10-05 00:00:00'), 1940671346623.4136]"
633,2020-03-26,"[1.76, Timestamp('2017-10-05 00:00:00'), 2694605863309.7227]"
634,2020-03-27,"[1.6, Timestamp('2017-10-05 00:00:00'), 1352424265011.3262]"
635,2020-03-30,"[1.51, Timestamp('2017-10-05 00:00:00'), 1297919821998.876]"
636,2020-03-31,"[1.47, Timestamp('2017-10-05 00:00:00'), 776240678405.4827]"
637,2020-04-01,"[1.45, Timestamp('2017-10-05 00:00:00'), 1037497591453.0078]"
638,2020-04-02,"[1.24, Timestamp('2017-10-05 00:00:00'), 1140386105782.1567]"
639,2020-04-03,"[1.12, Timestamp('2017-10-05 00:00:00'), 1334113756071.8838]"
640,2020-04-06,"[1.09, Timestamp('2017-10-05 00:00:00'), 1621194253073.4097]"
641,2020-04-07,"[1.08, Timestamp('2017-10-05 00:00:00'), 1181767389302.2917]"
642,2020-04-08,"[1.04, Timestamp('2017-10-05 00:00:00'), 606887978094.6844]"
643,2020-04-09,"[1.04, Timestamp('2017-10-05 00:00:00'), 1392966445268.3633]"
644,2020-04-14,"[1.03, Timestamp('2017-10-05 00:00:00'), 1097123865315.621]"
645,2020-04-15,"[1.01, Timestamp('2017-10-05 00:00:00'), 1914154870707.126]"
646,2020-04-16,"[0.97, Timestamp('2017-10-05 00:00:00'), 2058952680620.709]"
647,2020-04-17,"[0.86, Timestamp('2017-10-05 00:00:00'), 1122489753352.225]"
648,2020-04-20,"[0.85, Timestamp('2017-10-05 00:00:00'), 1794812228242.1226]"
649,2020-04-22,"[0.78, Timestamp('2017-10-05 00:00:00'), 559059796466.209]"
650,2020-04-23,"[0.75, Timestamp('2017-10-05 00:00:00'), 769622550756.0015]"
651,2020-04-24,"[0.75, Timestamp('2017-10-05 00:00:00'), 1346679620594.7075]"
652,2020-04-27,"[0.68, Timestamp('2017-10-05 00:00:00'), 598835343110.4668]"
653,2020-04-28,"[0.67, Timestamp('2017-10-05 00:00:00'), 1189474558128.7788]"
654,2020-04-29,"[0.64, Timestamp('2017-10-05 00:00:00'), 572724442406.6049]"
655,2020-04-30,"[0.63, Timestamp('2017-10-05 00:00:00'), 508986813205.0188]"
656,2020-05-01,"[0.62, Timestamp('2017-10-05 00:00:00'), 145554639405.12988]"
657,2020-05-04,"[0.61, Timestamp('2017-10-05 00:00:00'), 847219718539.8672]"
658,2020-05-05,"[0.6, Timestamp('2017-10-05 00:00:00'), 765427503724.126]"
659,2020-05-06,"[0.6, Timestamp('2017-10-05 00:00:00'), 418985739006.875]"
660,2020-05-07,"[0.5, Timestamp('2017-10-05 00:00:00'), 492420957050.0]"
661,2020-05-11,"[0.43, Timestamp('2017-10-05 00:00:00'), 486479431778.3823]"
662,2020-05-12,1745084656073409.0
663,2020-05-13,"[6.75, Timestamp('2017-10-06 00:00:00'), 9762902841638.375]"
664,2020-05-14,"[6.23, Timestamp('2017-10-06 00:00:00'), 5944998133620.2295]"
665,2020-05-15,"[5.92, Timestamp('2017-10-06 00:00:00'), 12588222679201.62]"
666,2020-05-18,"[5.02, Timestamp('2017-10-06 00:00:00'), 5291019711777.336]"
667,2020-05-19,"[4.4, Timestamp('2017-10-06 00:00:00'), 6086284739770.649]"
668,2020-05-20,"[4.34, Timestamp('2017-10-06 00:00:00'), 3245391260924.9043]"
669,2020-05-21,"[3.8, Timestamp('2017-10-06 00:00:00'), 8499494690431.361]"
670,2020-05-22,"[3.68, Timestamp('2017-10-06 00:00:00'), 7558570864666.309]"
671,2020-05-26,"[3.75, Timestamp('2017-10-06 00:00:00'), 7624416416483.131]"
672,2020-05-27,"[3.25, Timestamp('2017-10-06 00:00:00'), 6989619630600.153]"
673,2020-05-28,"[2.97, Timestamp('2017-10-06 00:00:00'), 2133122661746.371]"
674,2020-05-29,"[2.71, Timestamp('2017-10-06 00:00:00'), 3859235434449.4336]"
675,2020-06-01,"[2.57, Timestamp('2017-10-06 00:00:00'), 1538814425054.2632]"
676,2020-06-02,"[2.32, Timestamp('2017-10-06 00:00:00'), 3654758078912.2773]"
677,2020-06-03,"[2.24, Timestamp('2017-10-06 00:00:00'), 3020136101192.837]"
678,2020-06-04,"[2.23, Timestamp('2017-10-06 00:00:00'), 3791134001212.4863]"
679,2020-06-05,"[2.23, Timestamp('2017-10-06 00:00:00'), 4367275659353.1484]"
680,2020-06-08,"[2.21, Timestamp('2017-10-06 00:00:00'), 2841751281964.01]"
681,2020-06-09,"[2.14, Timestamp('2017-10-06 00:00:00'), 2680852137716.527]"
682,2020-06-10,"[2.04, Timestamp('2017-10-06 00:00:00'), 2910469431966.7085]"
683,2020-06-11,"[1.84, Timestamp('2017-10-06 00:00:00'), 1915808513683.27]"
684,2020-06-12,"[1.76, Timestamp('2017-10-06 00:00:00'), 2721467858130.264]"
685,2020-06-15,"[1.6, Timestamp('2017-10-06 00:00:00'), 1365199337185.79]"
686,2020-06-16,"[1.51, Timestamp('2017-10-06 00:00:00'), 1314090627497.5547]"
687,2020-06-17,"[1.47, Timestamp('2017-10-06 00:00:00'), 778350140855.4028]"
688,2020-06-18,"[1.45, Timestamp('2017-10-06 00:00:00'), 1044528108760.5938]"
689,2020-06-19,"[1.24, Timestamp('2017-10-06 00:00:00'), 1143361638592.1367]"
690,2020-06-22,"[1.12, Timestamp('2017-10-06 00:00:00'), 1346983122056.894]"
691,2020-06-23,"[1.09, Timestamp('2017-10-06 00:00:00'), 1615922166189.8037]"
692,2020-06-24,"[1.08, Timestamp('2017-10-06 00:00:00'), 1186281357643.2273]"
693,2020-06-25,"[1.04, Timestamp('2017-10-06 00:00:00'), 611810578188.2318]"
694,2020-06-26,"[1.04, Timestamp('2017-10-06 00:00:00'), 1412853998986.8618]"
695,2020-06-29,"[1.03, Timestamp('2017-10-06 00:00:00'), 1089968491059.1787]"
696,2020-06-30,"[1.01, Timestamp('2017-10-06 00:00:00'), 1917825925260.7363]"
697,2020-07-01,"[0.97, Timestamp('2017-10-06 00:00:00'), 2085840378846.3125]"
698,2020-07-02,"[0.86, Timestamp('2017-10-06 00:00:00'), 1133893905636.4438]"
699,2020-07-03,"[0.85, Timestamp('2017-10-06 00:00:00'), 1782130525613.9985]"
700,2020-07-06,"[0.78, Timestamp('2017-10-06 00:00:00'), 558536300865.6987]"
701,2020-07-07,"[0.75, Timestamp('2017-10-06 00:00:00'), 775004584714.0815]"
702,2020-07-08,"[0.75, Timestamp('2017-10-06 00:00:00'), 1369059555500.1665]"
703,2020-07-09,"[0.68, Timestamp('2017-10-06 00:00:00'), 598256224856.5527]"
704,2020-07-10,"[0.67, Timestamp('2017-10-06 00:00:00'), 1182533854325.8198]"
705,2020-07-13,"[0.64, Timestamp('2017-10-06 00:00:00'), 572936187880.0085]"
706,2020-07-14,"[0.63, Timestamp('2017-10-06 00:00:00'), 505954563614.0852]"
707,2020-07-15,"[0.62, Timestamp('2017-10-06 00:00:00'), 143566052608.0]"
708,2020-07-16,"[0.61, Timestamp('2017-10-06 00:00:00'), 840855612164.2922]"
709,2020-07-17,"[0.6, Timestamp('2017-10-06 00:00:00'), 769916678401.5332]"
710,2020-07-20,"[0.6, Timestamp('2017-10-06 00:00:00'), 420813774920.5469]"
711,2020-07-21,"[0.5, Timestamp('2017-10-06 00:00:00'), 495896869688.0]"
712,2020-07-22,"[0.43, Timestamp('2017-10-06 00:00:00'), 487354059989.6377]"
713,2020-07-23,1882660127249806.2
714,2020-07-24,"[6.75, Timestamp('2017-10-09 00:00:00'), 9719458426336.387]"
715,2020-07-27,"[6.23, Timestamp('2017-10-09 00:00:00'), 5965760324704.438]"
716,2020-07-28,"[5.92, Timestamp('2017-10-09 00:00:00'), 12566601444379.582]"
717,2020-07-29,"[5.02, Timestamp('2017-10-09 00:00:00'), 5305630034318.937]"
718,2020-07-30,"[4.4, Timestamp('2017-10-09 00:00:00'), 6064383762394.077]"
719,2020-07-31,"[4.34, Timestamp('2017-10-09 00:00:00'), 3172785643664.0796]"
720,2020-08-03,"[3.8, Timestamp('2017-10-09 00:00:00'), 8567043524868.715]"
721,2020-08-04,"[3.68, Timestamp('2017-10-09 00:00:00'), 7529925178392.059]"
722,2020-08-05,"[3.75, Timestamp('2017-10-09 00:00:00'), 7621096060474.57]"
723,2020-08-06,"[3.25, Timestamp('2017-10-09 00:00:00'), 6982125143951.351]"
724,2020-08-07,"[2.97, Timestamp('2017-10-09 00:00:00'), 2132349644285.6553]"
725,2020-08-10,"[2.71, Timestamp('2017-10-09 00:00:00'), 3916818775550.865]"
726,2020-08-11,"[2.57, Timestamp('2017-10-09 00:00:00'), 1486862343467.5713]"
727,2020-08-12,"[2.32, Timestamp('2017-10-09 00:00:00'), 3664804303102.2456]"
728,2020-08-13,"[2.24, Timestamp('2017-10-09 00:00:00'), 2981036674727.1714]"
729,2020-08-14,"[2.23, Timestamp('2017-10-09 00:00:00'), 3788287985654.9966]"
730,2020-08-17,"[2.23, Timestamp('2017-10-09 00:00:00'), 4354903449632.1133]"
731,2020-08-18,"[2.21, Timestamp('2017-10-09 00:00:00'), 2835029061472.7163]"
732,2020-08-19,"[2.14, Timestamp('2017-10-09 00:00:00'), 2694287575066.0015]"
733,2020-08-20,"[2.04, Timestamp('2017-10-09 00:00:00'), 2882160678736.5674]"
734,2020-08-21,"[1.84, Timestamp('2017-10-09 00:00:00'), 1897161388978.1624]"
735,2020-08-24,"[1.76, Timestamp('2017-10-09 00:00:00'), 2716431288435.685]"
736,2020-08-25,"[1.6, Timestamp('2017-10-09 00:00:00'), 1355186407013.1099]"
737,2020-08-26,"[1.51, Timestamp('2017-10-09 00:00:00'), 1308983970127.5908]"
738,2020-08-27,"[1.47, Timestamp('2017-10-09 00:00:00'), 779193893112.7703]"
739,2020-08-28,"[1.45, Timestamp('2017-10-09 00:00:00'), 1042519483538.7422]"
740,2020-09-01,"[1.24, Timestamp('2017-10-09 00:00:00'), 1129227837780.6084]"
741,2020-09-02,"[1.12, Timestamp('2017-10-09 00:00:00'), 1332326289147.6555]"
742,2020-09-03,"[1.09, Timestamp('2017-10-09 00:00:00'), 1630420601108.08]"
743,2020-09-04,"[1.08, Timestamp('2017-10-09 00:00:00'), 1184024418635.0242]"
744,2020-09-07,"[1.04, Timestamp('2017-10-09 00:00:00'), 610544687839.3542]"
745,2020-09-08,"[1.04, Timestamp('2017-10-09 00:00:00'), 1413990260013.0317]"
746,2020-09-09,"[1.03, Timestamp('2017-10-09 00:00:00'), 1089968491059.1787]"
747,2020-09-10,"[1.01, Timestamp('2017-10-09 00:00:00'), 1918131980557.0942]"
748,2020-09-11,"[0.97, Timestamp('2017-10-09 00:00:00'), 2058952680620.709]"
749,2020-09-14,"[0.86, Timestamp('2017-10-09 00:00:00'), 1115973125389.9648]"
750,2020-09-15,"[0.85, Timestamp('2017-10-09 00:00:00'), 1777288203189.7283]"
751,2020-09-16,"[0.78, Timestamp('2017-10-09 00:00:00'), 559583292066.7192]"
752,2020-09-17,"[0.75, Timestamp('2017-10-09 00:00:00'), 775004584714.0815]"
753,2020-09-18,"[0.75, Timestamp('2017-10-09 00:00:00'), 1364193999756.7844]"
754,2020-09-21,"[0.68, Timestamp('2017-10-09 00:00:00'), 593043912235.8828]"
755,2020-09-22,"[0.67, Timestamp('2017-10-09 00:00:00'), 1180798678375.08]"
756,2020-09-23,"[0.64, Timestamp('2017-10-09 00:00:00'), 571031368794.0945]"
757,2020-09-24,"[0.63, Timestamp('2017-10-09 00:00:00'), 500323197957.41016]"
758,2020-09-25,"[0.62, Timestamp('2017-10-09 00:00:00'), 142450511498.25977]"
759,2020-09-28,"[0.61, Timestamp('2017-10-09 00:00:00'), 833695926011.2498]"
760,2020-09-29,"[0.6, Timestamp('2017-10-09 00:00:00'), 773657736015.3936]"
761,2020-09-30,"[0.6, Timestamp('2017-10-09 00:00:00'), 424104239565.15625]"
762,2020-10-01,"[0.5, Timestamp('2017-10-09 00:00:00'), 497924485393.5]"
763,2020-10-02,"[0.43, Timestamp('2017-10-09 00:00:00'), 486229298686.83203]"
764,2020-10-05,2019953843522602.8
765,2020-10-06,"[6.75, Timestamp('2017-10-10 00:00:00'), 9741736691242.47]"
766,2020-10-07,"[6.23, Timestamp('2017-10-10 00:00:00'), 5961146006210.777]"
767,2020-10-08,"[5.92, Timestamp('2017-10-10 00:00:00'), 12696326367826.707]"
768,2020-10-09,"[5.02, Timestamp('2017-10-10 00:00:00'), 5333806965013.656]"
769,2020-10-12,"[4.4, Timestamp('2017-10-10 00:00:00'), 6034520214526.577]"
770,2020-10-13,"[4.34, Timestamp('2017-10-10 00:00:00'), 3157914473211.7764]"
771,2020-10-14,"[3.8, Timestamp('2017-10-10 00:00:00'), 8689696419320.545]"
772,2020-10-15,"[3.68, Timestamp('2017-10-10 00:00:00'), 7586441754713.34]"
773,2020-10-16,"[3.75, Timestamp('2017-10-10 00:00:00'), 7617778207372.695]"
774,2020-10-19,"[3.25, Timestamp('2017-10-10 00:00:00'), 6995615853243.352]"
775,2020-10-20,"[2.97, Timestamp('2017-10-10 00:00:00'), 2158627165656.9438]"
776,2020-10-21,"[2.71, Timestamp('2017-10-10 00:00:00'), 4002629691174.715]"
777,2020-10-22,"[2.57, Timestamp('2017-10-10 00:00:00'), 1495694063825.663]"
778,2020-10-23,"[2.32, Timestamp('2017-10-10 00:00:00'), 3668822601900.2915]"
779,2020-10-26,"[2.24, Timestamp('2017-10-10 00:00:00'), 3014374142764.4263]"
780,2020-10-27,"[2.23, Timestamp('2017-10-10 00:00:00'), 3819596301486.3716]"
781,2020-10-28,"[2.23, Timestamp('2017-10-10 00:00:00'), 4394081228725.963]"
782,2020-10-29,"[2.21, Timestamp('2017-10-10 00:00:00'), 2836709729924.498]"
783,2020-10-30,"[2.14, Timestamp('2017-10-10 00:00:00'), 2692858153555.692]"
784,2020-11-02,"[2.04, Timestamp('2017-10-10 00:00:00'), 2907409011968.2456]"
785,2020-11-03,"[1.84, Timestamp('2017-10-10 00:00:00'), 1896470648370.4065]"
786,2020-11-04,"[1.76, Timestamp('2017-10-10 00:00:00'), 2704678785361.793]"
787,2020-11-05,"[1.6, Timestamp('2017-10-10 00:00:00'), 1354150592734.6934]"
788,2020-11-06,"[1.51, Timestamp('2017-10-10 00:00:00'), 1319197174398.3691]"
789,2020-11-09,"[1.47, Timestamp('2017-10-10 00:00:00'), 780881343089.8374]"
790,2020-11-10,"[1.45, Timestamp('2017-10-10 00:00:00'), 1049549781492.2578]"
791,2020-11-11,"[1.24, Timestamp('2017-10-10 00:00:00'), 1121045022732.5464]"
792,2020-11-12,"[1.12, Timestamp('2017-10-10 00:00:00'), 1339475923980.196]"
793,2020-11-13,"[1.09, Timestamp('2017-10-10 00:00:00'), 1625148220241.934]"
794,2020-11-16,"[1.08, Timestamp('2017-10-10 00:00:00'), 1185830096295.9275]"
795,2020-11-17,"[1.04, Timestamp('2017-10-10 00:00:00'), 608997620017.8113]"
796,2020-11-18,"[1.04, Timestamp('2017-10-10 00:00:00'), 1413706254471.6997]"
797,2020-11-19,"[1.03, Timestamp('2017-10-10 00:00:00'), 1090763476282.2826]"
798,2020-11-20,"[1.01, Timestamp('2017-10-10 00:00:00'), 1939546542072.33]"
799,2020-11-23,"[0.97, Timestamp('2017-10-10 00:00:00'), 2040904306721.8855]"
800,2020-11-24,"[0.86, Timestamp('2017-10-10 00:00:00'), 1107012628566.1987]"
801,2020-11-25,"[0.85, Timestamp('2017-10-10 00:00:00'), 1769218243708.8691]"
802,2020-11-26,"[0.78, Timestamp('2017-10-10 00:00:00'), 567958605243.1315]"
803,2020-11-27,"[0.75, Timestamp('2017-10-10 00:00:00'), 782456658538.5005]"
804,2020-11-30,"[0.75, Timestamp('2017-10-10 00:00:00'), 1361275129600.4976]"
805,2020-12-01,"[0.68, Timestamp('2017-10-10 00:00:00'), 592464856065.8296]"
806,2020-12-02,"[0.67, Timestamp('2017-10-10 00:00:00'), 1203789974539.555]"
807,2020-12-03,"[0.64, Timestamp('2017-10-10 00:00:00'), 584365218505.2389]"
808,2020-12-04,"[0.63, Timestamp('2017-10-10 00:00:00'), 493175801979.6449]"
809,2020-12-07,"[0.62, Timestamp('2017-10-10 00:00:00'), 144051073056.0]"
810,2020-12-08,"[0.61, Timestamp('2017-10-10 00:00:00'), 830911603618.3999]"
811,2020-12-09,"[0.6, Timestamp('2017-10-10 00:00:00'), 771413227392.7109]"
812,2020-12-10,"[0.6, Timestamp('2017-10-10 00:00:00'), 424469846747.8906]"
813,2020-12-11,"[0.5, Timestamp('2017-10-10 00:00:00'), 494448572755.5]"
814,2020-12-14,"[0.43, Timestamp('2017-10-10 00:00:00'), 484480042264.3213]"
815,2020-12-15,2157841465837114.0
816,2020-12-16,"[6.75, Timestamp('2017-10-11 00:00:00'), 9838651299282.326]"
817,2020-12-17,"[6.23, Timestamp('2017-10-11 00:00:00'), 5938076976185.062]"
818,2020-12-18,"[5.92, Timestamp('2017-10-11 00:00:00'), 12613171978562.879]"
819,2020-12-21,"[5.02, Timestamp('2017-10-11 00:00:00'), 5340069810976.925]"
820,2020-12-22,"[4.4, Timestamp('2017-10-11 00:00:00'), 6040494246985.977]"
821,2020-12-23,"[4.34, Timestamp('2017-10-11 00:00:00'), 3122048958465.4653]"
822,2020-12-24,"[3.8, Timestamp('2017-10-11 00:00:00'), 8739468834356.967]"
823,2020-12-29,"[3.68, Timestamp('2017-10-11 00:00:00'), 7566312778568.262]"
824,2020-12-30,"[3.75, Timestamp('2017-10-11 00:00:00'), 7649303818816.557]"
825,2020-12-31,"[3.25, Timestamp('2017-10-11 00:00:00'), 7007606489032.158]"
826,2021-01-04,"[2.97, Timestamp('2017-10-11 00:00:00'), 2112254740912.1787]"
827,2021-01-05,"[2.71, Timestamp('2017-10-11 00:00:00'), 3973273616851.005]"
828,2021-01-06,"[2.57, Timestamp('2017-10-11 00:00:00'), 1498291690406.9604]"
829,2021-01-07,"[2.32, Timestamp('2017-10-11 00:00:00'), 3664804303102.2456]"
830,2021-01-08,"[2.24, Timestamp('2017-10-11 00:00:00'), 3004496264830.7896]"
831,2021-01-11,"[2.23, Timestamp('2017-10-11 00:00:00'), 3785441970097.507]"
832,2021-01-12,"[2.23, Timestamp('2017-10-11 00:00:00'), 4433258599347.77]"
833,2021-01-13,"[2.21, Timestamp('2017-10-11 00:00:00'), 2828307067639.34]"
834,2021-01-14,"[2.14, Timestamp('2017-10-11 00:00:00'), 2695717212893.1255]"
835,2021-01-15,"[2.04, Timestamp('2017-10-11 00:00:00'), 2913529588453.892]"
836,2021-01-18,"[1.84, Timestamp('2017-10-11 00:00:00'), 1909592805448.2341]"
837,2021-01-19,"[1.76, Timestamp('2017-10-11 00:00:00'), 2703000073688.325]"
838,2021-01-20,"[1.6, Timestamp('2017-10-11 00:00:00'), 1353805291901.2275]"
839,2021-01-21,"[1.51, Timestamp('2017-10-11 00:00:00'), 1320048118256.3057]"
840,2021-01-22,"[1.47, Timestamp('2017-10-11 00:00:00'), 781725095347.2048]"
841,2021-01-25,"[1.45, Timestamp('2017-10-11 00:00:00'), 1041515061250.7812]"
842,2021-01-26,"[1.24, Timestamp('2017-10-11 00:00:00'), 1143361638592.1367]"
843,2021-01-27,"[1.12, Timestamp('2017-10-11 00:00:00'), 1338403816408.6553]"
844,2021-01-28,"[1.09, Timestamp('2017-10-11 00:00:00'), 1621194253073.4097]"
845,2021-01-29,"[1.08, Timestamp('2017-10-11 00:00:00'), 1188989828972.3179]"
846,2021-02-01,"[1.04, Timestamp('2017-10-11 00:00:00'), 613357689841.0254]"
847,2021-02-02,"[1.04, Timestamp('2017-10-11 00:00:00'), 1402057966642.775]"
848,2021-02-04,"[1.03, Timestamp('2017-10-11 00:00:00'), 1092353446728.4904]"
849,2021-02-05,"[1.01, Timestamp('2017-10-11 00:00:00'), 1929757139881.878]"
850,2021-02-08,"[0.97, Timestamp('2017-10-11 00:00:00'), 2033538048400.9846]"
851,2021-02-09,"[0.86, Timestamp('2017-10-11 00:00:00'), 1141225085418.855]"
852,2021-02-10,"[0.85, Timestamp('2017-10-11 00:00:00'), 1763914762730.5886]"
853,2021-02-11,"[0.78, Timestamp('2017-10-11 00:00:00'), 573193307423.3951]"
854,2021-02-12,"[0.75, Timestamp('2017-10-11 00:00:00'), 782456658538.5005]"
855,2021-02-15,"[0.75, Timestamp('2017-10-11 00:00:00'), 1335003126523.2485]"
856,2021-02-16,"[0.68, Timestamp('2017-10-11 00:00:00'), 584935946261.7817]"
857,2021-02-17,"[0.67, Timestamp('2017-10-11 00:00:00'), 1194680007865.6624]"
858,2021-02-18,"[0.64, Timestamp('2017-10-11 00:00:00'), 587963343423.1553]"
859,2021-02-19,"[0.63, Timestamp('2017-10-11 00:00:00'), 478664222821.3063]"
860,2021-02-22,"[0.62, Timestamp('2017-10-11 00:00:00'), 146379165285.74023]"
861,2021-02-23,"[0.61, Timestamp('2017-10-11 00:00:00'), 766077436118.5317]"
862,2021-02-24,"[0.6, Timestamp('2017-10-11 00:00:00'), 771413227392.7109]"
863,2021-02-25,"[0.6, Timestamp('2017-10-11 00:00:00'), 426663489844.2969]"
864,2021-02-26,"[0.5, Timestamp('2017-10-11 00:00:00'), 502559035577.5]"
865,2021-03-01,"[0.43, Timestamp('2017-10-11 00:00:00'), 484855718189.21436]"
866,2021-03-02,2295618730890730.0
867,2021-03-03,"[6.75, Timestamp('2017-10-12 00:00:00'), 10042511254825.85]"
868,2021-03-04,"[6.23, Timestamp('2017-10-12 00:00:00'), 5944998133620.2295]"
869,2021-03-05,"[5.92, Timestamp('2017-10-12 00:00:00'), 12550007103157.68]"
870,2021-03-08,"[5.02, Timestamp('2017-10-12 00:00:00'), 5361984455340.756]"
871,2021-03-09,"[4.4, Timestamp('2017-10-12 00:00:00'), 6082302853213.413]"
872,2021-03-10,"[4.34, Timestamp('2017-10-12 00:00:00'), 3132546395478.541]"
873,2021-03-11,"[3.8, Timestamp('2017-10-12 00:00:00'), 8677254986225.21]"
874,2021-03-12,"[3.68, Timestamp('2017-10-12 00:00:00'), 7609668706093.247]"
875,2021-03-15,"[3.75, Timestamp('2017-10-12 00:00:00'), 7634372979276.78]"
876,2021-03-16,"[3.25, Timestamp('2017-10-12 00:00:00'), 6985123481460.149]"
877,2021-03-18,"[2.97, Timestamp('2017-10-12 00:00:00'), 2126166519058.5386]"
878,2021-03-22,"[2.71, Timestamp('2017-10-12 00:00:00'), 4045535456731.336]"
879,2021-03-23,"[2.57, Timestamp('2017-10-12 00:00:00'), 1499850026334.8027]"
880,2021-03-24,"[2.32, Timestamp('2017-10-12 00:00:00'), 3675854863394.2983]"
881,2021-03-25,"[2.24, Timestamp('2017-10-12 00:00:00'), 3028779367714.3584]"
882,2021-03-26,"[2.23, Timestamp('2017-10-12 00:00:00'), 3774056835518.0537]"
883,2021-03-29,"[2.23, Timestamp('2017-10-12 00:00:00'), 4461095560630.043]"
884,2021-03-30,"[2.21, Timestamp('2017-10-12 00:00:00'), 2853514827836.8975]"
885,2021-03-31,"[2.14, Timestamp('2017-10-12 00:00:00'), 2685711478637.773]"
886,2021-04-01,"[2.04, Timestamp('2017-10-12 00:00:00'), 2954080548700.4424]"
887,2021-04-06,"[1.84, Timestamp('2017-10-12 00:00:00'), 1899923968515.279]"
888,2021-04-07,"[1.76, Timestamp('2017-10-12 00:00:00'), 2744972212266.782]"
889,2021-04-08,"[1.6, Timestamp('2017-10-12 00:00:00'), 1357258123791.9238]"
890,2021-04-09,"[1.51, Timestamp('2017-10-12 00:00:00'), 1331112487323.3193]"
891,2021-04-12,"[1.47, Timestamp('2017-10-12 00:00:00'), 786787445278.4062]"
892,2021-04-13,"[1.45, Timestamp('2017-10-12 00:00:00'), 1053567251290.0312]"
893,2021-04-14,"[1.24, Timestamp('2017-10-12 00:00:00'), 1150800670258.3208]"
894,2021-04-15,"[1.12, Timestamp('2017-10-12 00:00:00'), 1334090702498.9946]"
895,2021-04-16,"[1.09, Timestamp('2017-10-12 00:00:00'), 1623830100526.8528]"
896,2021-04-20,"[1.08, Timestamp('2017-10-12 00:00:00'), 1194406771630.4985]"
897,2021-04-21,"[1.04, Timestamp('2017-10-12 00:00:00'), 617155141731.405]"
898,2021-04-22,"[1.04, Timestamp('2017-10-12 00:00:00'), 1420524776072.0874]"
899,2021-04-23,"[1.03, Timestamp('2017-10-12 00:00:00'), 1119384085623.1638]"
900,2021-04-26,"[1.01, Timestamp('2017-10-12 00:00:00'), 1936487598111.4355]"
901,2021-04-27,"[0.97, Timestamp('2017-10-12 00:00:00'), 2055269352540.6504]"
902,2021-04-28,"[0.86, Timestamp('2017-10-12 00:00:00'), 1159145865665.334]"
903,2021-04-29,"[0.85, Timestamp('2017-10-12 00:00:00'), 1748926952118.09]"
904,2021-04-30,"[0.78, Timestamp('2017-10-12 00:00:00'), 575810712904.564]"
905,2021-05-05,"[0.75, Timestamp('2017-10-12 00:00:00'), 797774500535.8018]"
906,2021-05-06,"[0.75, Timestamp('2017-10-12 00:00:00'), 1337922286235.6245]"
907,2021-05-07,"[0.68, Timestamp('2017-10-12 00:00:00'), 577870368311.1816]"
908,2021-05-10,"[0.67, Timestamp('2017-10-12 00:00:00'), 1189474558128.7788]"
909,2021-05-11,"[0.64, Timestamp('2017-10-12 00:00:00'), 588386524743.9734]"
910,2021-05-12,"[0.63, Timestamp('2017-10-12 00:00:00'), 482996030445.1106]"
911,2021-05-13,"[0.62, Timestamp('2017-10-12 00:00:00'), 150356338880.0]"
912,2021-05-14,"[0.61, Timestamp('2017-10-12 00:00:00'), 773634823519.6138]"
913,2021-05-17,"[0.6, Timestamp('2017-10-12 00:00:00'), 779643617116.0205]"
914,2021-05-18,"[0.6, Timestamp('2017-10-12 00:00:00'), 431050822240.46875]"
