,date,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa,ffa
stock,,AAL.L,AHT.L,AV.L,AZN.L,BA.L,BARC.L,BATS.L,BHP.L,BP.L,BT-A.L,CPG.L,CRDA.L,CRH.L,DGE.L,ENT.L,EXPN.L,FERG.L,FLTR.L,GLEN.L,GSK.L,HLMA.L,HSBA.L,III.L,IMB.L,ITRK.L,LGEN.L,LLOY.L,LSEG.L,MNDI.L,NG.L,NWG.L,NXT.L,OCDO.L,PRU.L,PSN.L,RDSA.L,RDSB.L,REL.L,RIO.L,RKT.L,SGRO.L,SKG.L,SMT.L,SN.L,SSE.L,STAN.L,TSCO.L,ULVR.L,VOD.L,WPP.L
10,2017-10-03,3035.5790917968748,2569.306267089844,375.22684570312504,27803.072431640627,554.7890435791016,350.0426898193359,13930.032763671874,2972.0161340332033,1398.4260546875,229.67763488769532,2643.7773828125,1548.0023095703125,4584.4579296875,11328.991625976561,422.5,2152.896877441406,6561.297436523438,8403.836015625,604.996875,5406.216943359375,661.863427734375,3614.09568359375,608.2316436767578,2072.7927197265626,2826.5232421875,215.5282745361328,122.10408622741699,5923.989843750001,1040.4992346191407,1606.9998498535158,154.14025970458985,3267.2821289062504,185.8140075683594,3198.9577148437497,1147.109609375,6970.737762451172,6165.330139160156,3336.3370751953125,12562.932094726562,16555.118735351563,371.124228515625,1246.1544580078125,433.4398681640625,1093.7681982421875,1113.0062817382814,585.4132202148437,199.440869140625,25814.710876464844,361.74754028320314,825.708984375
11,2017-10-04,3107.285291748047,2554.0372521972654,370.3277880859375,27819.508315429688,554.7890435791016,347.69287353515625,14026.27314453125,2998.5322302246095,1396.557080078125,229.59541519165037,2667.011875,1555.589248046875,4594.18126953125,11438.693823242187,425.25,2167.0981030273438,6677.998364257813,8494.07810546875,614.92046875,5374.206298828125,663.022705078125,3621.832080078125,607.5790100097656,2055.7266540527344,2851.58671875,215.36356201171876,122.10408622741699,5922.461328125,1062.0509545898437,1604.9282922363282,154.02671875000001,3221.22076171875,184.38799621582032,3183.75423828125,1148.391328125,6929.768829345703,6110.1190185546875,3336.3370751953125,12638.1732421875,16462.878168945314,367.6879486083985,1259.9066381835937,434.7638623046875,1103.3208959960937,1077.5354052734376,588.0697296142578,193.03942382812502,25796.95587158203,359.17104232788085,849.3179626464844
12,2017-10-05,3201.8080847167967,2554.0372521972654,370.1767138671875,27940.00770996094,550.3149807739259,343.71609375,13932.9931640625,3030.5726641845704,1409.9260546875,229.80095703125,2663.69275390625,1554.7900317382812,4553.6684765625005,11546.112753906249,425.0,2165.677869873047,6697.449462890625,8646.36197265625,633.5699316406251,5418.666064453126,664.1818359375,3652.2963769531248,606.6000823974609,2053.429372558594,2848.8017578125,215.6106060791016,121.56220466613769,5988.1984375,1067.5643359375,1616.4932263183596,155.6731546020508,3202.6366406250004,186.0620037841797,3210.58376953125,1156.081171875,7007.154235839844,6165.330139160156,3360.3398010253904,12863.885029296875,16523.56205566406,367.0006640625,1242.9806176757813,439.4485913085938,1104.3947412109376,1087.782723388672,590.8021392822266,195.8203857421875,26125.482788085938,364.0664190673828,851.5946044921875
13,2017-10-06,3218.1055615234372,2560.9779418945313,375.46177246093754,28230.31110839844,548.5253689575196,343.80648925781253,14159.533837890624,3049.355050048828,1403.4573046875,232.8019093322754,2690.24658203125,1557.5853466796875,4495.3293359375,11587.2483203125,428.0,2192.660087890625,6742.8341796875,8668.92234375,627.7526855468751,5436.448681640625,667.0796630859375,3660.033134765625,610.8420867919922,2057.3675341796875,2865.509765625,216.4341687011719,120.29780868530273,6044.763281250001,1059.5450549316406,1618.7374572753906,154.76478607177737,3199.5394531250004,183.52,3253.510283203125,1156.50859375,6972.2552490234375,6129.837219238281,3382.341872558594,12982.8641796875,16593.95986328125,366.6570098876953,1235.5756567382812,443.01305419921874,1115.6150537109374,1080.688271484375,586.6276763916015,197.70934326171877,25939.020629882812,363.80879989624026,865.7469177246094
14,2017-10-09,3109.4587487792965,2563.7541101074216,375.76373046875,28328.902075195314,553.4468679809571,340.4624468994141,14272.065234374999,3048.2500012207033,1398.1384423828126,229.80095703125,2685.26779296875,1553.99060546875,4451.57498046875,11619.244692382812,429.75,2184.1392419433596,6729.867724609375,8561.7604296875,619.62564453125,5416.886083984376,672.295751953125,3653.746748046875,610.8420867919922,2057.6958581542967,2879.4333984375,216.02239562988282,120.20750076293945,6000.428515625001,1050.5232800292968,1626.849969482422,154.537693939209,3171.6634375000003,182.0940075683594,3262.4535546875,1152.66359375,6969.218902587891,6123.264617919922,3374.3408740234377,12692.412646484374,16841.557001953126,367.3443182373047,1221.8234765625,442.09642089843754,1097.9831640625,1080.688271484375,585.0337188720703,195.5580224609375,25823.593322753906,362.77815307617186,862.6701049804688
15,2017-10-10,3127.928427734375,2569.306267089844,375.6882568359375,28306.990605468753,551.6571563720704,343.44496948242187,14476.395947265624,3085.814410400391,1408.6323046875,227.7865670776367,2673.6501171875,1548.3999755859375,4449.954199218751,11680.951718749999,426.75,2201.1807495117187,6775.251025390625,8499.71865234375,626.5550292968751,5390.211083984375,672.8753173828125,3691.4643457031248,616.7156524658203,2080.6685498046877,2871.0796875,216.35183715820315,121.20095596313476,5995.8421875,1047.0148120117187,1625.986864013672,157.5466928100586,3168.56658203125,184.14,3266.0306933593747,1179.578828125,6966.184844970703,6135.095855712891,3376.341258544922,12632.922011718749,17210.52720703125,372.8423803710938,1204.3690466308594,440.9761865234375,1089.1671142578125,1081.4764880371094,582.3773132324219,196.60744140625002,25882.78436279297,366.0417942810059,860.8243103027344
16,2017-10-11,3133.360815429687,2572.082435302734,372.5927587890625,28197.44542480469,550.3149807739259,344.16797790527346,14559.313134765624,3019.523807373047,1404.8948046875,226.96441452026366,2671.9906640625,1549.6006372070312,4480.74455078125,11694.667250976561,433.75,2202.600614013672,6723.3837890625,8668.92234375,624.50185546875,5395.547265625,676.3527099609374,3667.287158203125,616.7156524658203,2070.1668676757813,2871.0796875,216.92832275390626,120.11719284057617,5994.313281250001,965.3185961914062,1627.7132055664063,156.3544207763672,3128.3011523437503,187.11599243164062,3262.4535546875,1186.841875,6995.013885498047,6145.611541748047,3366.3401452636717,12489.445595703124,17084.301811523437,376.27875549316406,1168.9307775878906,444.1333203125,1122.8280517578125,1083.052921142578,580.6315551757813,196.450078125,26140.276428222656,369.3054014587402,844.2107849121094
17,2017-10-12,3136.6197460937497,2588.73890625,377.5002587890625,28230.31110839844,551.2097201538087,348.9581616210938,14455.66943359375,3039.4110607910156,1412.945029296875,229.38985855102538,2713.4812890625,1569.1685766601563,4458.05720703125,11742.659970703124,452.75,2221.062354736328,6801.1853515625,8725.32478515625,629.54923828125,5432.891943359376,683.307568359375,3648.92193359375,628.7888488769531,2077.3870361328127,2901.7119140625,217.916630859375,119.75592712402343,6009.6015625,974.8415063476563,1621.6715979003907,155.6731546020508,3090.513671875,192.2,3272.2908984375,1187.69609375,6981.360168457031,6125.894134521484,3396.3432153320314,12531.439545898436,17395.0136328125,377.9969787597656,1179.5093481445313,446.8830615234375,1140.45994140625,1109.8534155273437,575.6979858398437,195.81700195312501,26681.911193847656,371.6243142700195,846.0567626953125
18,2017-10-13,3193.1158251953125,2583.187287597656,377.1982373046875,28082.41857421875,548.972738647461,345.7044836425781,14386.0763671875,3089.129194335938,1411.0760546875001,225.97779296874998,2688.58712890625,1581.1492626953125,4459.67798828125,11662.669653320312,456.25,2181.2991442871094,6820.6357421875,8714.044296875,644.34904296875,5391.989453125,682.148291015625,3609.844296875,631.0729064941406,2063.9309313964845,2898.92724609375,219.31667907714845,119.03341270446778,5995.8421875,958.3018090820312,1608.3807141113282,156.24091049194337,3042.19548828125,191.51799621582032,3269.608115234375,1199.23140625,6935.839691162109,6120.634704589844,3360.3398010253904,12907.6262109375,17445.988891601562,377.65325317382815,1153.062960205078,443.72599121093754,1139.6584155273438,1096.45310546875,566.286508178711,196.2390185546875,26652.314025878906,370.4219326782227,847.9027404785156
19,2017-10-16,3209.4136157226562,2580.410760498047,373.725244140625,28235.78365234375,546.2881878662109,342.0892858886719,14357.942822265624,3133.3220837402346,1413.0886669921877,224.82674682617187,2660.3736328125,1556.3885693359375,4420.78552734375,11616.958974609373,452.0,2192.660087890625,6801.1853515625,8697.1238671875,654.2725,5402.660742187501,677.5118408203125,3633.77939453125,631.7255859375,2054.0856506347654,2896.1419921875,218.6578125,118.4734797668457,5985.141406250001,952.7885766601562,1581.4535998535157,155.61638412475588,3060.15970703125,186.62,3249.9334277343746,1205.63984375,6951.010894775391,6104.861175537109,3356.339571533203,13010.860146484374,17040.608354492186,376.96606384277345,1145.1290515136718,444.0314721679688,1137.2540478515625,1086.2059130859375,570.2333221435547,196.39732177734376,26652.314025878906,371.0230894470215,847.2873229980469
20,2017-10-17,3171.3869018554688,2566.5299194335935,373.5742333984375,28296.033349609377,546.7355908203125,345.88521240234377,14406.804736328124,3126.693603515625,1410.5010546875,221.99018951416016,2652.07529296875,1547.6007592773437,4414.3028515625,11603.248344726562,451.25,2182.7191931152342,6749.318115234375,8697.1238671875,643.0658691406251,5391.989453125,674.0344482421875,3631.825693359375,613.4525299072266,2064.2590087890626,2854.37109375,217.75188537597657,119.81013229370117,5960.680468750001,943.7668762207031,1596.6432373046875,155.21897033691408,3047.150390625,184.14,3257.0879882812496,1192.395546875,6946.460266113281,6095.657867431641,3364.3400305175783,12981.11376953125,17077.018686523435,376.27875549316406,1137.1950659179688,446.7812451171875,1138.8569946289062,1087.782723388672,569.853872680664,196.2917578125,26670.073974609375,371.2807766723633,862.0548706054688
21,2017-10-18,3102.9399462890624,2601.231573486328,376.7452685546875,28350.807460937503,550.7623837280274,348.2351220703125,14423.090185546875,3071.451676025391,1403.0262792968751,223.1001480102539,2686.9274609375,1553.1954833984375,4412.68251953125,11731.231381835936,454.25,2208.280809326172,6820.6357421875,8736.6040625,641.012626953125,5454.232373046875,674.0344482421875,3655.272998046875,611.8209686279297,2078.043190917969,2879.4333984375,219.56375610351563,120.7132710647583,5992.78515625,954.7933410644531,1613.3864123535157,158.51182159423828,3070.07083984375,184.51200378417968,3291.96615234375,1213.329921875,6979.839935302734,6137.7249755859375,3390.3426013183594,12594.427822265625,16644.935122070314,380.74597412109375,1143.542208251953,446.06830810546876,1138.8569946289062,1093.3002392578126,574.1799804687499,197.45231201171876,26924.60302734375,372.3973078918457,866.3621520996094
22,2017-10-19,3109.4587487792965,2616.5004089355466,378.63271240234377,28345.33491699219,544.6800985717774,347.06016723632814,14297.234667968749,3085.814410400391,1414.9573046875,224.21007690429687,2665.352421875,1547.6007592773437,4449.954199218751,11751.802841796874,451.75,2218.222072753906,6833.6029052734375,8770.44552734375,646.060078125,5463.123144531251,669.9775634765625,3628.8949609375,610.1895446777344,2065.5718115234376,2876.6490234375,219.31667907714845,121.00226322174072,5928.576953125001,952.2873669433593,1613.5590856933595,159.02279678344726,3034.1424023437503,184.51200378417968,3283.916953125,1210.33953125,7014.740753173828,6167.960052490234,3394.342561035156,12599.677993164061,16482.295424804688,379.027822265625,1184.798671875,442.8093896484375,1132.4454174804687,1097.2414477539062,568.2599670410156,197.66333740234376,25447.69940185547,372.8266958618164,840.5189208984375
23,2017-10-20,3111.6315783691402,2608.171904296875,381.6527368164063,28274.127963867188,541.5027725219727,353.7482830810547,14360.904150390625,3057.088941650391,1414.2386669921875,222.6890347290039,2628.8405859375002,1549.9984082031249,4521.2582421875,11735.802817382812,452.5,2223.90263671875,6866.021166992187,8742.244609375,647.0866308593751,5418.666064453126,672.8753173828125,3656.73818359375,616.7156524658203,2060.9774951171876,2859.9404296875,221.21089782714844,121.0203145980835,5884.24140625,947.2753442382813,1598.0242321777346,160.27180862426758,3013.6995703125003,180.9779962158203,3338.4706542968747,1217.17484375,7020.8111572265625,6187.678253173828,3382.341872558594,12597.927583007811,16045.358208007812,377.3096704101563,1195.3770886230468,443.8278076171875,1144.467255859375,1092.5120227050782,586.020474243164,199.29864746093753,24630.820861816406,372.4831582641602,844.8262023925781
24,2017-10-23,3137.706788330078,2617.888762207031,379.76526123046875,28153.62856933594,544.2262091064454,353.29643005371094,14412.728320312499,3049.355050048828,1411.507529296875,225.07337631225585,2628.8405859375002,1563.5777368164063,4566.63203125,11788.368198242186,453.5,2225.322869873047,6937.339501953124,8702.76380859375,649.7386328125001,5404.438574218751,674.0344482421875,3631.825693359375,617.0419006347656,2069.8384204101562,2873.8646484375,220.7991247558594,121.0203145980835,5878.126953125,944.2680114746094,1614.249256591797,158.6821534729004,3021.13341796875,182.1559924316406,3371.55982421875,1220.592890625,7019.292297363281,6212.656280517578,3382.341872558594,12548.93623046875,16021.082006835937,374.9042578125,1184.798671875,442.60569335937504,1136.452626953125,1101.18265625,582.680810546875,197.82158935546877,24394.041870117188,371.36666107177734,840.5189208984375
25,2017-10-24,3140.9660327148435,2645.6495471191406,381.6527368164063,27819.508315429688,543.7723196411133,357.9057604980469,14288.351611328124,3078.08015625,1426.7450292968751,224.0867547607422,2618.88279296875,1546.805322265625,4599.0431640625,11726.661171875,453.5,2208.280809326172,6878.987622070313,8465.87658203125,659.0633984375,5379.540869140626,679.2505371093749,3647.945263671875,613.1262359619141,2053.429372558594,2887.7882812499997,221.0461688232422,121.74282051086426,5849.08046875,932.7403369140625,1593.5362927246094,159.53374130249026,3030.4256445312503,181.47400756835938,3329.52681640625,1226.574140625,7110.333251953125,6270.496520996094,3404.3442138671876,12562.932094726562,16021.082006835937,374.9042578125,1191.6748388671874,443.01305419921874,1130.0409448242187,1091.7238061523437,594.5210968017578,197.08306884765628,24346.689697265625,371.36666107177734,814.6756896972656
26,2017-10-25,3074.691593017578,2673.4110498046875,379.01027099609377,27797.599887695313,534.2403747558594,356.0982238769531,14343.138037109375,2988.588603515625,1402.3073046875002,217.9203515625,2615.56388671875,1565.1762744140624,4537.4629101562505,11607.8185546875,456.25,2186.9795239257815,6762.2852783203125,8454.59609375,643.835732421875,5082.55537109375,680.4095947265624,3624.0098046875,615.4103851318359,2050.475689697266,2910.0662109375,219.81083312988284,122.7182243347168,5778.755859375,919.2078234863282,1558.8414904785157,159.02279678344726,3032.283359375,177.81599243164064,3299.120712890625,1227.00140625,7016.25732421875,6192.936492919922,3368.3407995605467,12235.737841796874,15972.536220703125,367.6879486083985,1193.7904760742188,437.41175537109376,1131.6437866210938,1062.558536376953,576.5329406738281,195.76427978515628,24201.658630371094,366.9006382751465,815.9063415527344
27,2017-10-26,3110.5451635742183,2703.9485412597655,385.80521484375004,27660.664609375002,532.8786730957032,329.7071868896484,14705.900732421875,3040.516290893555,1408.7761669921877,217.83816146850586,2655.3944140625,1589.9369677734376,4621.73005859375,11724.375454101562,454.5,2208.280809326172,6891.607153320312,8527.918359375,648.027734375,4908.27626953125,683.887060546875,3648.433779296875,626.8310394287109,2066.556536865234,2935.1291015624997,222.693310546875,124.50644199371338,5794.044140625,926.2247595214843,1566.781590576172,159.53374130249026,3029.1865039062504,174.0959924316406,3345.6249316406247,1234.691484375,7004.119720458984,6204.7689208984375,3466.3507385253906,12477.198022460938,16118.181518554688,365.9697253417969,1201.724384765625,444.74437744140624,1146.8714135742186,1078.32349609375,577.8991973876953,196.39732177734376,25009.664611816406,369.563088684082,815.9063415527344
28,2017-10-27,3082.2968103027342,2695.620216064453,386.937763671875,27507.293447265627,536.5098886108399,332.23779418945315,14871.733251953125,3008.476219482422,1431.4891162109375,216.23488479614258,2718.460078125,1605.5125,4636.31484375,11920.926347656248,463.0,2269.3464111328126,6904.7583984375,8516.63908203125,628.265927734375,4860.260302734376,687.364453125,3655.272998046875,617.3681488037109,2084.606218261719,2951.8376953125,221.1285498046875,124.47029670715332,5800.159375,935.2464599609375,1582.8344641113283,162.25887756347657,3024.23060546875,174.4059924316406,3331.3155273437496,1209.484921875,7061.778717041016,6273.124847412109,3462.3502392578125,12438.704892578124,16615.805268554686,364.25159729003906,1185.8564904785155,451.77145507812503,1144.467255859375,1080.688271484375,572.0549285888671,195.71147216796876,25042.219848632812,370.3360482788086,799.9082336425781
29,2017-10-30,3071.4326623535153,2692.8440478515627,382.40779052734376,27512.775117187502,540.1411373901368,331.6955456542969,14560.793798828125,3028.3625665283207,1442.126728515625,215.49490753173828,2731.73720703125,1603.1146411132813,4577.97615234375,11827.219272460936,465.0,2252.3047192382815,6924.487744140625,8578.679648437499,633.0566210937501,4881.60126953125,689.1030761718749,3600.07470703125,622.5891265869141,2061.3055725097656,2979.6849609375,220.55204772949222,122.9530453491211,5748.181250000001,916.701923828125,1561.7758923339845,161.35053970336915,3065.7348437500004,176.7,3304.4865624999998,1201.794921875,7119.438171386719,6313.876800537109,3464.349814453125,12471.9478515625,16472.588120117187,362.1897912597656,1201.724384765625,450.75306884765627,1142.062783203125,1086.994129638672,570.0055694580078,191.91327148437503,24911.99395751953,371.2807766723633,796.8316040039062
30,2017-10-31,3085.5566821289062,2692.8440478515627,381.2752416992188,27562.073642578125,538.7794689941406,336.1241473388672,14424.575488281249,3010.685229492188,1466.8522900390626,214.01498260498047,2743.35466796875,1671.010654296875,4592.56048828125,11756.373051757811,468.75,2252.3047192382815,6924.487744140625,8691.4833203125,621.0799218750001,4828.249658203125,685.046044921875,3586.885869140625,627.1573333740234,2015.360682373047,3021.4564453125,219.89318115234377,123.35043083190918,5749.710546875001,912.6921716308593,1563.8471887207031,160.38537002563478,3048.3895312500003,178.37400756835936,3312.5349121093745,1197.09515625,7178.616485595703,6366.460388183594,3466.3507385253906,12417.707387695313,16348.788227539062,373.18608215332034,1186.9143090820312,451.87330322265626,1138.8569946289062,1089.3590307617187,569.5502716064453,191.38577636718753,25273.07940673828,370.3360482788086,820.828857421875
